#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
chr1_19288433_rs117022236	1:19288432-19288434	rs117022236	intron_variant	MODIFIER	AKR7A3	ENSG00000162482	Transcript	ENST00000361640.5	protein_coding	-	1/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:390	MANE_Select	NM_012067.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr19_45012791_rs35194383	19:45012790-45012792	rs35194383	intron_variant	MODIFIER	RELB	ENSG00000104856	Transcript	ENST00000505236.2	protein_coding	-	3/10	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9956	-	-	-	5	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr19_45012791_rs35194383	19:45012790-45012792	rs35194383	downstream_gene_variant	MODIFIER	RELB	ENSG00000104856	Transcript	ENST00000509480.5	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	562	1	-	HGNC	HGNC:9956	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr19_45012791_rs35194383	19:45012790-45012792	rs35194383	intron_variant,NMD_transcript_variant	MODIFIER	RELB	ENSG00000104856	Transcript	ENST00000700471.1	nonsense_mediated_decay	-	1/7	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:9956	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr19_48715344_rs12979278	19:48715343-48715345	rs12979278	coding_sequence_variant	MODIFIER	MAMSTR	ENSG00000176909	Transcript	ENST00000318083.11	protein_coding	5/10	-	-	-	410-411	342-343	114-115	-	-	-	-	-	-	-1	-	HGNC	HGNC:26689	MANE_Select	NM_001130915.2	-	2	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr19_48715344_rs12979278	19:48715343-48715345	rs12979278	coding_sequence_variant	MODIFIER	MAMSTR	ENSG00000176909	Transcript	ENST00000356751.8	protein_coding	3/8	-	-	-	648-649	33-34	11-12	-	-	-	-	-	-	-1	-	HGNC	HGNC:26689	-	-	-	2	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr19_48715344_rs12979278	19:48715343-48715345	rs12979278	coding_sequence_variant	MODIFIER	MAMSTR	ENSG00000176909	Transcript	ENST00000594582.1	protein_coding	3/7	-	-	-	712-713	33-34	11-12	-	-	-	-	-	-	-1	-	HGNC	HGNC:26689	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr19_48715344_rs12979278	19:48715343-48715345	rs12979278	coding_sequence_variant	MODIFIER	MAMSTR	ENSG00000176909	Transcript	ENST00000595591.1	protein_coding	3/3	-	-	-	414-415	33-34	11-12	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:26689	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr19_48715344_rs12979278	19:48715343-48715345	rs12979278	coding_sequence_variant	MODIFIER	MAMSTR	ENSG00000176909	Transcript	ENST00000599703.2	protein_coding	5/10	-	-	-	548-549	492-493	164-165	-	-	-	-	-	-	-1	-	HGNC	HGNC:26689	-	-	-	5	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr19_48715344_rs12979278	19:48715343-48715345	rs12979278	upstream_gene_variant	MODIFIER	MAMSTR	ENSG00000176909	Transcript	ENST00000850646.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	1214	-1	-	HGNC	HGNC:26689	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_26471783_rs183562580	2:26471782-26471784	rs183562580	intron_variant	MODIFIER	OTOF	ENSG00000115155	Transcript	ENST00000272371.7	protein_coding	-	30/46	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8515	MANE_Select	NM_194248.3	-	1	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr2_26471783_rs183562580	2:26471782-26471784	rs183562580	intron_variant	MODIFIER	OTOF	ENSG00000115155	Transcript	ENST00000338581.10	protein_coding	-	13/29	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8515	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_26471783_rs183562580	2:26471782-26471784	rs183562580	intron_variant	MODIFIER	OTOF	ENSG00000115155	Transcript	ENST00000339598.8	protein_coding	-	13/28	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8515	MANE_Plus_Clinical	-	NM_194323.3	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_26471783_rs183562580	2:26471782-26471784	rs183562580	intron_variant	MODIFIER	OTOF	ENSG00000115155	Transcript	ENST00000402415.8	protein_coding	-	12/28	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8515	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_26471783_rs183562580	2:26471782-26471784	rs183562580	intron_variant	MODIFIER	OTOF	ENSG00000115155	Transcript	ENST00000403946.7	protein_coding	-	30/45	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8515	-	-	-	5	P4	-	-	-	-	-	-	-	-	-	-	-	-
chr2_26471783_rs183562580	2:26471782-26471784	rs183562580	downstream_gene_variant	MODIFIER	OTOF	ENSG00000115155	Transcript	ENST00000426958.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	548	-1	cds_start_NF	HGNC	HGNC:8515	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000401669.7	protein_coding	-	5/22	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	MANE_Select	NM_001330078.2	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000404971.5	protein_coding	-	6/23	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000405472.7	protein_coding	-	4/20	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000406316.6	protein_coding	-	5/21	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000625672.2	protein_coding	-	4/20	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	-	-	-	1	P4	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000627198.2	protein_coding	-	5/5	-	-	-	-	-	-	-	-	-	-	-	-1	cds_start_NF	HGNC	HGNC:8008	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000628515.2	protein_coding	-	2/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant,non_coding_transcript_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000630431.1	protein_coding_CDS_not_defined	-	5/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_50853342_rs17504614	2:50853341-50853343	rs17504614	intron_variant	MODIFIER	NRXN1	ENSG00000179915	Transcript	ENST00000630543.2	protein_coding	-	4/20	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8008	-	-	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr2_65382752_rs140661185	2:65382751-65382753	rs140661185	intron_variant	MODIFIER	SPRED2	ENSG00000198369	Transcript	ENST00000356388.9	protein_coding	-	1/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:17722	MANE_Select	NM_181784.3	-	1	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr2_65382752_rs140661185	2:65382751-65382753	rs140661185	upstream_gene_variant	MODIFIER	-	ENSG00000232693	Transcript	ENST00000419244.2	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	2067	-1	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_65382752_rs140661185	2:65382751-65382753	rs140661185	intron_variant,NMD_transcript_variant	MODIFIER	SPRED2	ENSG00000198369	Transcript	ENST00000426832.2	nonsense_mediated_decay	-	1/7	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:17722	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_65382752_rs140661185	2:65382751-65382753	rs140661185	intron_variant	MODIFIER	SPRED2	ENSG00000198369	Transcript	ENST00000440972.1	protein_coding	-	2/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:17722	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_65382752_rs140661185	2:65382751-65382753	rs140661185	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR2_D58KS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000324219.9	protein_coding	-	13/32	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	MANE_Select	NM_001395002.1	-	5	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000347699.8	protein_coding	-	13/29	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	1	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000350878.9	protein_coding	-	13/30	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000413150.6	protein_coding	-	13/28	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000417294.5	protein_coding	-	12/28	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:6866	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000418101.1	protein_coding	-	1/4	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF,cds_end_NF	HGNC	HGNC:6866	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000421882.5	protein_coding	-	4/21	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:6866	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000425019.6	protein_coding	-	13/30	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000456652.5	protein_coding	-	9/24	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant,non_coding_transcript_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000476609.1	retained_intron	-	9/10	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000625522.3	protein_coding	-	13/30	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant,non_coding_transcript_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000627726.3	protein_coding_CDS_not_defined	-	11/29	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_101857263_rs77657034	2:101857262-101857264	rs77657034	intron_variant	MODIFIER	MAP4K4	ENSG00000071054	Transcript	ENST00000634702.1	protein_coding	-	13/29	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6866	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_141601380_rs77609760	2:141601379-141601381	rs77609760	intron_variant	MODIFIER	LRP1B	ENSG00000168702	Transcript	ENST00000389484.8	protein_coding	-	2/90	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:6693	MANE_Select	NM_018557.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr2_141601380_rs77609760	2:141601379-141601381	rs77609760	intron_variant	MODIFIER	LRP1B	ENSG00000168702	Transcript	ENST00000434794.1	protein_coding	-	2/13	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:6693	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_182154018_rs17366218	2:182154017-182154019	rs17366218	intron_variant	MODIFIER	PDE1A	ENSG00000115252	Transcript	ENST00000409365.6	protein_coding	-	13/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8774	MANE_Select	NM_001363871.4	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr2_182154018_rs17366218	2:182154017-182154019	rs17366218	intron_variant	MODIFIER	PDE1A	ENSG00000115252	Transcript	ENST00000435564.6	protein_coding	-	13/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8774	-	-	-	1	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr2_182154018_rs17366218	2:182154017-182154019	rs17366218	intron_variant,NMD_transcript_variant	MODIFIER	PDE1A	ENSG00000115252	Transcript	ENST00000462938.6	nonsense_mediated_decay	-	14/15	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8774	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr2_182154018_rs17366218	2:182154017-182154019	rs17366218	intron_variant	MODIFIER	PDE1A	ENSG00000115252	Transcript	ENST00000482782.6	protein_coding	-	14/15	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8774	-	-	-	4	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr20_25462360_rs559771	20:25462359-25462361	rs559771	intron_variant	MODIFIER	NINL	ENSG00000101004	Transcript	ENST00000278886.11	protein_coding	-	20/23	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:29163	MANE_Select	NM_025176.6	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr20_25462360_rs559771	20:25462359-25462361	rs559771	intron_variant	MODIFIER	NINL	ENSG00000101004	Transcript	ENST00000336104.6	protein_coding	-	11/14	-	-	-	-	-	-	-	-	-	-	-	-1	cds_start_NF	HGNC	HGNC:29163	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr20_25462360_rs559771	20:25462359-25462361	rs559771	upstream_gene_variant	MODIFIER	NINL	ENSG00000101004	Transcript	ENST00000464285.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	3384	-1	-	HGNC	HGNC:29163	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr20_25462360_rs559771	20:25462359-25462361	rs559771	intron_variant,non_coding_transcript_variant	MODIFIER	NINL	ENSG00000101004	Transcript	ENST00000496509.2	protein_coding_CDS_not_defined	-	1/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:29163	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr20_25462360_rs559771	20:25462359-25462361	rs559771	intron_variant,non_coding_transcript_variant	MODIFIER	NINL	ENSG00000101004	Transcript	ENST00000706719.1	protein_coding_CDS_not_defined	-	2/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:29163	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr20_25462360_rs559771	20:25462359-25462361	rs559771	intron_variant,non_coding_transcript_variant	MODIFIER	NINL	ENSG00000101004	Transcript	ENST00000706720.1	retained_intron	-	14/15	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:29163	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr20_25462360_rs559771	20:25462359-25462361	rs559771	downstream_gene_variant	MODIFIER	NINL	ENSG00000101004	Transcript	ENST00000706721.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	2629	-1	-	HGNC	HGNC:29163	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000357345.7	protein_coding	-	2/31	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	-	-	-	5	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000382491.7	protein_coding	-	2/28	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000382499.7	protein_coding	-	2/32	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	-	-	-	1	P4	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000429236.5	protein_coding	-	2/15	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:11503	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000433931.7	protein_coding	-	2/31	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000456084.1	protein_coding	-	1/3	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:11503	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000630077.3	protein_coding	-	2/27	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000674204.1	protein_coding	-	2/32	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	-	-	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000674308.1	protein_coding	-	2/31	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr21_32716159_rs147991290	21:32716158-32716160	rs147991290	intron_variant	MODIFIER	SYNJ1	ENSG00000159082	Transcript	ENST00000674351.1	protein_coding	-	2/32	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11503	MANE_Select	NM_203446.3	-	-	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000287766.10	protein_coding	-	13/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	MANE_Select	NM_003042.4	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	non_coding_transcript_exon_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000495636.2	retained_intron	1/3	-	-	-	800-801	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642201.1	protein_coding	-	12/14	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642515.1	protein_coding	-	15/17	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642639.1	protein_coding	-	13/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642735.1	protein_coding	-	14/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	downstream_gene_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642766.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	3048	1	-	HGNC	HGNC:11042	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642767.1	protein_coding	-	13/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642820.1	protein_coding	-	14/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	downstream_gene_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000642831.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	3042	1	-	HGNC	HGNC:11042	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000643396.1	protein_coding	-	13/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000643498.1	protein_coding	-	14/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000644314.1	protein_coding	-	13/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000644803.1	protein_coding	-	11/13	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000645029.1	protein_coding	-	12/14	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000645054.1	protein_coding	-	14/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_11032990_rs191177039	3:11032989-11032991	rs191177039	intron_variant	MODIFIER	SLC6A1	ENSG00000157103	Transcript	ENST00000645281.1	protein_coding	-	11/13	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:11042	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
